##NAMES=Salammoniac
##RRUFFID=R060521
##IDEAL CHEMISTRY=NH_4_Cl
##LOCALITY=Tien-Shan Mountains, Tadzhikistan, U.S.S.R
##OWNER=RRUFF
##SOURCE=Michael Scott
##DESCRIPTION=White dendritic
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R060521
##MEASURED CHEMISTRY=NH_4_Cl_1.00_ ; N, H not measured but estimated by stoichiometry
821.073, 36.631
821.556, 28.392
822.038, 19.512
822.520, 9.273
823.002, 1.862
823.484, 4.299
823.966, 13.303
824.448, 21.160
824.930, 26.659
825.413, 29.497
825.895, 28.388
826.377, 24.919
826.859, 20.459
827.341, 9.426
827.823, 7.657
828.305, 19.945
828.787, 35.580
829.269, 42.912
829.752, 42.073
830.234, 39.105
830.716, 33.771
831.198, 31.446
831.680, 44.794
832.162, 62.854
832.644, 68.452
833.127, 54.163
833.609, 36.186
834.091, 9.934
834.573, 11.075
835.055, 12.584
835.537, 14.911
836.019, 34.730
836.501, 45.112
836.983, 48.456
837.466, 45.812
837.948, 38.293
838.430, 28.800
838.912, 16.600
839.394, 8.761
839.876, 11.434
840.358, 20.952
840.840, 34.928
841.322, 63.931
841.805, 73.344
842.287, 49.121
842.769, 18.568
843.251, 8.337
843.733, 19.371
844.215, 24.576
844.697, 20.770
845.179, 16.780
845.661, 22.427
846.144, 33.831
846.626, 46.380
847.108, 60.629
847.590, 69.852
848.072, 67.756
848.554, 61.505
849.036, 50.285
849.518, 36.496
850.000, 53.643
850.483, 63.285
850.965, 65.943
851.447, 41.341
851.929, 52.719
852.411, 48.873
852.893, 44.378
853.375, 60.386
853.857, 38.939
854.340, 54.811
854.822, 55.677
855.304, 63.371
855.786, 56.363
856.268, 53.926
856.750, 66.141
857.232, 68.031
857.714, 55.377
858.196, 61.705
858.679, 39.394
859.161, 43.665
859.643, 46.249
860.125, 73.986
860.607, 83.203
861.089, 67.695
861.571, 57.319
862.054, 70.137
862.536, 84.468
863.018, 89.229
863.500, 84.012
863.982, 70.147
864.464, 43.828
864.946, 25.820
865.428, 37.287
865.910, 65.745
866.393, 84.443
866.875, 92.380
867.357, 92.732
867.839, 81.158
868.321, 67.746
868.803, 57.900
869.285, 52.690
869.767, 51.241
870.250, 54.625
870.732, 57.619
871.214, 57.682
871.696, 55.154
872.178, 49.171
872.660, 39.991
873.142, 33.153
873.624, 32.980
874.106, 33.864
874.589, 28.523
875.071, 19.504
875.553, 22.033
876.035, 63.241
876.517, 86.679
876.999, 71.562
877.481, 31.823
877.963, 20.206
878.445, 36.976
878.928, 48.055
879.410, 33.810
879.892, 12.752
880.374, 7.898
880.856, 15.436
881.338, 27.355
881.820, 48.863
882.302, 64.734
882.784, 68.622
883.267, 65.084
883.749, 62.770
884.231, 62.527
884.713, 56.339
885.195, 39.000
885.677, 22.279
886.159, 28.747
886.641, 49.469
887.123, 65.202
887.606, 71.091
888.088, 68.035
888.570, 46.859
889.052, 21.415
889.534, 10.333
890.016, 18.664
890.498, 29.718
890.981, 44.457
891.463, 57.102
891.945, 55.770
892.427, 44.700
892.909, 40.551
893.391, 48.207
893.873, 59.529
894.355, 77.758
894.837, 92.126
895.320, 89.306
895.802, 53.404
896.284, 43.610
896.766, 72.391
897.248, 103.946
897.730, 108.033
898.212, 89.276
898.694, 74.002
899.177, 63.501
899.659, 56.666
900.141, 56.497
900.623, 57.208
901.105, 52.691
901.587, 42.749
902.069, 39.381
902.551, 44.180
903.033, 48.848
903.516, 50.573
903.998, 51.076
904.480, 43.524
904.962, 29.682
905.444, 23.868
905.926, 40.823
906.408, 63.536
906.890, 80.952
907.372, 90.692
907.855, 83.748
908.337, 27.232
908.819, 8.272
909.301, 1.978
909.783, 39.867
910.265, 48.935
910.747, 29.416
911.229, 13.474
911.711, 13.279
912.194, 18.771
912.676, 17.697
913.158, 13.423
913.640, 12.353
914.122, 18.541
914.604, 25.842
915.086, 36.934
915.568, 45.845
916.050, 41.953
916.533, 23.661
917.015, 13.379
917.497, 14.199
917.979, 23.211
918.461, 48.213
918.943, 74.983
919.425, 79.665
919.907, 50.624
920.390, 25.945
920.872, 17.915
921.354, 17.699
921.836, 21.408
922.318, 30.268
922.800, 29.295
923.282, 16.810
923.765, 9.096
924.247, 26.398
924.729, 52.803
925.211, 62.942
925.693, 56.385
926.175, 51.357
926.657, 60.313
927.139, 67.209
927.621, 62.932
928.104, 49.560
928.586, 42.501
929.068, 24.489
929.550, 45.227
930.032, 56.533
930.514, 58.930
930.996, 26.236
931.478, 39.906
931.960, 34.777
932.443, 28.380
932.925, 47.581
933.407, 20.008
933.889, 39.535
934.371, 39.660
934.853, 48.303
935.335, 38.885
935.817, 36.205
936.299, 36.536
936.782, 35.583
937.264, 37.654
937.746, 38.555
938.228, 35.325
938.710, 38.111
939.192, 60.907
939.674, 81.062
940.156, 77.502
940.638, 44.490
941.121, 34.984
941.603, 51.974
942.085, 70.543
942.567, 68.354
943.049, 54.290
943.531, 41.143
944.013, 30.729
944.495, 24.687
944.978, 24.751
945.460, 28.139
945.942, 34.945
946.424, 44.287
946.906, 49.712
947.388, 51.178
947.870, 48.996
948.352, 38.754
948.834, 29.514
949.317, 38.620
949.799, 58.302
950.281, 69.937
950.763, 58.858
951.245, 51.714
951.727, 57.117
952.209, 66.043
952.692, 64.161
953.174, 51.086
953.656, 46.269
954.138, 54.511
954.620, 63.075
955.102, 55.699
955.584, 41.686
956.066, 33.302
956.548, 35.016
957.031, 34.302
957.513, 26.558
957.995, 19.014
958.477, 13.453
958.959, 10.226
959.441, 13.747
959.923, 12.837
960.405, 27.147
960.888, 29.848
961.370, 13.887
961.852, 2.313
962.334, 0.022
962.816, 5.386
963.298, 5.117
963.780, 18.534
964.262, 34.011
964.744, 48.521
965.227, 52.867
965.709, 48.642
966.191, 46.143
966.673, 47.840
967.155, 53.223
967.637, 66.358
968.119, 79.245
968.601, 80.781
969.083, 50.620
969.566, 41.333
970.048, 27.734
970.530, 55.956
971.012, 73.944
971.494, 82.294
971.976, 52.346
972.458, 72.066
972.940, 71.963
973.422, 81.730
973.905, 96.504
974.387, 108.890
974.869, 115.921
975.351, 115.625
975.833, 106.181
976.315, 96.204
976.797, 90.284
977.279, 85.103
977.761, 70.520
978.244, 50.221
978.726, 35.341
979.208, 32.139
979.690, 34.099
980.172, 42.920
980.654, 53.656
981.136, 59.714
981.619, 61.305
982.101, 55.935
982.583, 42.071
983.065, 25.826
983.547, 11.755
984.029, 0.957
984.511, 4.409
984.993, 3.492
985.475, 0.852
985.958, 4.696
986.440, 9.220
986.922, 11.196
987.404, 10.775
987.886, 5.275
988.368, 5.185
988.850, 12.083
989.332, 5.757
989.815, 2.713
990.297, 1.248
990.779, 6.337
991.261, 9.305
991.743, 3.177
992.225, 6.534
992.707, 6.815
993.189, 24.856
993.671, 26.199
994.154, 14.711
994.636, 7.486
995.118, 8.139
995.600, 12.328
996.082, 23.848
996.564, 32.929
997.046, 28.169
997.528, 5.630
998.010, 8.232
998.493, 12.608
998.975, 10.340
999.457, 4.431
999.939, 21.978
1000.421, 13.635
1000.903, 14.189
1001.385, 32.845
1001.867, 19.450
1002.349, 5.493
1002.832, 3.363
1003.314, 7.949
1003.796, 8.512
1004.278, 4.443
1004.760, 5.022
1005.242, 13.963
1005.724, 21.032
1006.206, 8.196
1006.689, 10.910
1007.171, 16.287
1007.653, 2.088
1008.135, 11.203
1008.617, 0.825
1009.099, 10.028
1009.581, 0.844
1010.063, 28.408
1010.545, 51.576
1011.028, 69.656
1011.510, 76.098
1011.992, 58.897
1012.474, 36.892
1012.956, 17.988
1013.438, 4.442
1013.920, 2.223
1014.402, 16.318
1014.885, 26.651
1015.367, 28.032
1015.849, 28.180
1016.331, 43.017
1016.813, 64.297
1017.295, 72.304
1017.777, 63.576
1018.259, 54.521
1018.741, 50.186
1019.224, 47.566
1019.706, 49.176
1020.188, 53.892
1020.670, 57.916
1021.152, 62.272
1021.634, 64.239
1022.116, 56.120
1022.598, 49.168
1023.081, 54.944
1023.563, 71.200
1024.045, 91.498
1024.527, 122.582
1025.009, 143.942
1025.491, 150.964
1025.973, 150.279
1026.455, 148.115
1026.938, 146.605
1027.420, 133.265
1027.902, 157.481
1028.384, 172.606
1028.866, 179.103
1029.348, 151.114
1029.830, 167.663
1030.312, 166.369
1030.794, 173.913
1031.276, 169.341
1031.759, 174.697
1032.241, 181.624
1032.723, 188.341
1033.205, 191.048
1033.687, 191.456
1034.169, 193.484
1034.651, 200.349
1035.133, 206.266
1035.616, 209.801
1036.098, 212.736
1036.580, 219.349
1037.062, 228.094
1037.544, 225.664
1038.026, 209.774
1038.508, 197.922
1038.990, 202.319
1039.473, 216.260
1039.955, 239.659
1040.437, 271.525
1040.919, 288.785
1041.401, 289.514
1041.883, 282.281
1042.365, 266.003
1042.847, 250.322
1043.329, 256.128
1043.812, 274.371
1044.294, 285.764
1044.776, 278.236
1045.258, 272.168
1045.740, 269.979
1046.222, 271.307
1046.704, 278.450
1047.186, 291.668
1047.668, 300.162
1048.151, 302.945
1048.633, 299.553
1049.115, 279.134
1049.597, 263.300
1050.079, 269.604
1050.561, 294.955
1051.043, 315.687
1051.525, 333.236
1052.008, 344.896
1052.490, 346.950
1052.972, 347.143
1053.454, 367.240
1053.936, 391.650
1054.418, 387.355
1054.900, 331.390
1055.382, 299.436
1055.865, 331.603
1056.347, 369.063
1056.829, 374.757
1057.311, 352.216
1057.793, 353.363
1058.275, 377.162
1058.757, 394.753
1059.239, 376.213
1059.721, 356.526
1060.203, 365.435
1060.686, 389.625
1061.168, 395.173
1061.650, 372.885
1062.132, 363.079
1062.614, 373.207
1063.096, 387.710
1063.578, 387.923
1064.060, 380.224
1064.543, 372.511
1065.025, 365.849
1065.507, 363.269
1065.989, 367.426
1066.471, 372.062
1066.953, 376.368
1067.435, 379.083
1067.917, 367.317
1068.400, 345.574
1068.882, 340.950
1069.364, 377.709
1069.846, 409.078
1070.328, 397.300
1070.810, 369.648
1071.292, 359.303
1071.774, 370.724
1072.256, 385.132
1072.739, 403.884
1073.221, 415.477
1073.703, 401.454
1074.185, 381.185
1074.667, 383.417
1075.149, 403.379
1075.631, 413.444
1076.113, 398.470
1076.596, 387.337
1077.078, 386.304
1077.560, 389.410
1078.042, 388.111
1078.524, 382.511
1079.006, 369.989
1079.488, 347.759
1079.970, 334.693
1080.453, 347.650
1080.935, 367.077
1081.417, 382.456
1081.899, 393.616
1082.381, 395.774
1082.863, 389.063
1083.345, 383.036
1083.827, 384.090
1084.309, 385.051
1084.792, 374.951
1085.274, 361.345
1085.756, 358.337
1086.238, 376.471
1086.720, 382.432
1087.202, 372.922
1087.684, 359.531
1088.166, 347.877
1088.648, 341.562
1089.131, 353.483
1089.613, 380.430
1090.095, 396.778
1090.577, 387.646
1091.059, 372.747
1091.541, 354.905
1092.023, 337.959
1092.505, 326.939
1092.988, 318.229
1093.470, 307.460
1093.952, 291.767
1094.434, 285.105
1094.916, 308.928
1095.398, 334.751
1095.880, 337.333
1096.362, 317.511
1096.844, 315.905
1097.327, 333.984
1097.809, 345.611
1098.291, 334.106
1098.773, 315.863
1099.255, 306.616
1099.737, 303.867
1100.219, 303.649
1100.701, 307.480
1101.183, 309.677
1101.666, 309.723
1102.148, 309.021
1102.630, 310.279
1103.112, 311.083
1103.594, 303.050
1104.076, 288.159
1104.558, 279.818
1105.040, 292.880
1105.523, 300.466
1106.005, 294.993
1106.487, 281.945
1106.969, 265.872
1107.451, 249.300
1107.933, 249.160
1108.415, 270.720
1108.897, 285.667
1109.380, 265.495
1109.862, 241.514
1110.344, 236.601
1110.826, 248.644
1111.308, 258.488
1111.790, 266.560
1112.272, 260.916
1112.754, 228.173
1113.236, 196.066
1113.719, 199.387
1114.201, 218.311
1114.683, 226.052
1115.165, 213.771
1115.647, 203.376
1116.129, 193.958
1116.611, 188.846
1117.093, 193.191
1117.575, 202.655
1118.058, 208.236
1118.540, 210.669
1119.022, 213.727
1119.504, 222.167
1119.986, 228.083
1120.468, 232.296
1120.950, 230.899
1121.432, 214.521
1121.915, 188.227
1122.397, 173.715
1122.879, 172.725
1123.361, 161.465
1123.843, 105.241
1124.325, 61.415
1124.807, 57.771
1125.289, 83.079
1125.771, 104.765
1126.254, 122.239
1126.736, 128.887
1127.218, 120.728
1127.700, 110.222
1128.182, 105.346
1128.664, 104.514
1129.146, 105.059
1129.628, 105.750
1130.110, 106.380
1130.593, 106.986
1131.075, 111.809
1131.557, 128.210
1132.039, 144.585
1132.521, 147.472
1133.003, 141.701
1133.485, 135.616
1133.967, 134.532
1134.450, 124.095
1134.932, 100.955
1135.414, 77.110
1135.896, 55.866
1136.378, 43.848
1136.860, 63.732
1137.342, 105.642
1137.824, 125.934
1138.307, 83.006
1138.789, 57.911
1139.271, 69.086
1139.753, 88.518
1140.235, 65.747
1140.717, 21.530
1141.199, 20.150
1141.681, 69.440
1142.163, 104.218
1142.646, 82.100
1143.128, 52.516
1143.610, 32.805
1144.092, 20.677
1144.574, 7.386
1145.056, 4.921
1145.538, 1.981
1146.020, 23.963
1146.502, 42.823
1146.985, 28.074
1147.467, 6.899
1147.949, 1.487
1148.431, 10.749
1148.913, 4.300
1149.395, 42.081
1149.877, 58.112
1150.359, 12.539
1150.842, 34.774
1151.324, 24.751
1151.806, 6.380
1152.288, 5.785
1152.770, 42.864
1153.252, 58.119
1153.734, 36.571
1154.216, 11.507
1154.698, 0.562
1155.181, 3.501
1155.663, 32.744
1156.145, 75.357
1156.627, 91.798
1157.109, 71.745
1157.591, 46.699
1158.073, 16.388
1158.555, 4.894
1159.037, 6.534
1159.520, 32.057
1160.002, 46.554
1160.484, 48.627
1160.966, 43.393
1161.448, 26.471
1161.930, 13.406
1162.412, 8.726
1162.894, 7.167
1163.377, 3.820
1163.859, 13.436
1164.341, 7.061
1164.823, 20.055
1165.305, 25.931
1165.787, 4.004
1166.269, 17.840
1166.751, 17.324
1167.234, 16.229
1167.716, 35.102
1168.198, 17.171
1168.680, 33.752
1169.162, 37.686
1169.644, 60.770
1170.126, 31.057
1170.608, 0.860
1171.090, 5.045
1171.573, 12.746
1172.055, 23.668
1172.537, 28.446
1173.019, 31.405
1173.501, 40.834
1173.983, 41.196
1174.465, 15.513
1174.947, 15.472
1175.430, 34.807
1175.912, 41.480
1176.394, 24.611
1176.876, 13.786
1177.358, 42.314
1177.840, 30.073
1178.322, 14.706
1178.804, 12.814
1179.286, 22.493
1179.769, 46.114
1180.251, 83.604
1180.733, 97.985
1181.215, 85.680
1181.697, 62.449
1182.179, 23.419
1182.661, 6.200
1183.143, 2.591
1183.625, 24.595
1184.108, 52.159
1184.590, 81.964
1185.072, 79.752
1185.554, 34.435
1186.036, 10.593
1186.518, 13.524
1187.000, 0.299
1187.482, 3.948
1187.965, 3.053
1188.447, 6.323
1188.929, 35.184
1189.411, 55.959
1189.893, 60.009
1190.375, 54.486
1190.857, 39.836
1191.339, 24.306
1191.822, 1.715
1192.304, 32.469
1192.786, 50.480
1193.268, 56.241
1193.750, 13.015
1194.232, 32.799
1194.714, 27.354
1195.196, 20.873
1195.678, 49.516
1196.161, 36.711
1196.643, 28.658
1197.125, 31.581
1197.607, 48.661
1198.089, 59.448
1198.571, 41.286
1199.053, 17.730
1199.535, 22.659
1200.017, 43.372
1200.500, 54.665
1200.982, 49.470
1201.464, 40.472
1201.946, 24.335
1202.428, 21.255
1202.910, 1.668
1203.392, 31.340
1203.874, 50.708
1204.357, 57.214
1204.839, 12.352
1205.321, 33.930
1205.803, 29.083
1206.285, 23.625
1206.767, 56.476
1207.249, 20.004
1207.731, 49.577
1208.214, 53.290
1208.696, 69.125
1209.178, 57.941
1209.660, 54.832
1210.142, 78.435
1210.624, 57.471
1211.106, 51.730
1211.588, 56.986
1212.070, 64.354
1212.552, 57.784
1213.035, 36.896
1213.517, 28.311
1213.999, 36.634
1214.481, 52.485
1214.963, 78.854
1215.445, 97.824
1215.927, 71.784
1216.409, 28.034
1216.892, 6.011
1217.374, 13.122
1217.856, 19.364
1218.338, 21.229
1218.820, 27.110
1219.302, 42.724
1219.784, 56.897
1220.266, 47.533
1220.749, 27.795
1221.231, 17.302
1221.713, 20.466
1222.195, 30.113
1222.677, 48.188
1223.159, 62.797
1223.641, 68.146
1224.123, 67.810
1224.605, 65.182
1225.088, 61.537
1225.570, 59.340
1226.052, 60.904
1226.534, 57.638
1227.016, 48.102
1227.498, 38.317
1227.980, 30.336
1228.462, 25.450
1228.944, 27.996
1229.427, 34.630
1229.909, 38.719
1230.391, 41.917
1230.873, 32.108
1231.355, 4.518
1231.837, 15.407
1232.319, 2.839
1232.801, 21.403
1233.284, 35.839
1233.766, 41.128
1234.248, 36.517
1234.730, 14.888
1235.212, 4.022
1235.694, 6.238
1236.176, 10.069
1236.658, 3.977
1237.141, 3.319
1237.623, 0.220
1238.105, 10.819
1238.587, 28.556
1239.069, 59.345
1239.551, 70.884
1240.033, 57.713
1240.515, 40.388
1240.997, 37.937
1241.479, 42.725
1241.962, 49.606
1242.444, 55.820
1242.926, 55.145
1243.408, 47.222
1243.890, 28.272
1244.372, 5.520
1244.854, 26.426
1245.336, 4.716
1245.819, 48.150
1246.301, 69.354
1246.783, 72.228
1247.265, 83.443
1247.747, 106.046
1248.229, 112.628
1248.711, 98.035
1249.193, 75.973
1249.676, 53.035
1250.158, 35.708
1250.640, 36.934
1251.122, 50.168
1251.604, 53.971
1252.086, 48.155
1252.568, 46.605
1253.050, 52.063
1253.532, 59.736
1254.015, 70.361
1254.497, 76.667
1254.979, 70.885
1255.461, 57.967
1255.943, 51.846
1256.425, 53.918
1256.907, 58.219
1257.389, 63.228
1257.871, 70.995
1258.354, 91.275
1258.836, 106.410
1259.318, 100.880
1259.800, 83.403
1260.282, 88.341
1260.764, 110.603
1261.246, 122.263
1261.728, 116.452
1262.211, 102.296
1262.693, 79.662
1263.175, 52.256
1263.657, 16.269
1264.139, 11.865
1264.621, 16.431
1265.103, 4.956
1265.585, 11.242
1266.068, 29.624
1266.550, 43.774
1267.032, 50.594
1267.514, 55.799
1267.996, 60.935
1268.478, 66.677
1268.960, 70.501
1269.442, 73.127
1269.924, 70.438
1270.407, 80.177
1270.889, 98.422
1271.371, 130.540
1271.853, 150.989
1272.335, 142.684
1272.817, 117.418
1273.299, 89.572
1273.781, 66.406
1274.264, 67.915
1274.746, 115.730
1275.228, 125.389
1275.710, 80.396
1276.192, 48.221
1276.674, 69.002
1277.156, 111.806
1277.638, 144.206
1278.120, 164.119
1278.603, 160.320
1279.085, 122.402
1279.567, 89.848
1280.049, 67.187
1280.531, 68.972
1281.013, 99.512
1281.495, 126.948
1281.977, 117.160
1282.459, 88.767
1282.942, 65.059
1283.424, 46.246
1283.906, 39.048
1284.388, 41.473
1284.870, 49.638
1285.352, 60.577
1285.834, 72.060
1286.316, 102.029
1286.799, 124.227
1287.281, 113.994
1287.763, 73.630
1288.245, 47.540
1288.727, 34.348
1289.209, 30.499
1289.691, 47.513
1290.173, 55.978
1290.656, 23.651
1291.138, 2.354
1291.620, 26.082
1292.102, 90.862
1292.584, 93.711
1293.066, 39.298
1293.548, 0.608
1294.030, 4.822
1294.512, 0.000
##END=



