##NAMES=Hemimorphite
##RRUFFID=R070536
##IDEAL CHEMISTRY=Zn_4_Si_2_O_7_(OH)_2_&#183;H_2_O
##LOCALITY=Potosi mine, Santa Eulalia District, Chihuahua, Mexico
##OWNER=RRUFF
##SOURCE=James Shigley
##DESCRIPTION=Colorless striated thin tabular crystals in fan-shaped aggregates
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R070536
##MEASURED CHEMISTRY=Zn_4.00_Si_2.00_O_7_(OH)_2_·H_2_O; total H_2_O estimated by difference, (OH) by charge balance
723.3923, 23.73975
723.8745, 23.68945
724.3566, 15.30176
724.8387, 3.581055
725.3208, 27.48242
725.8029, 60.88672
726.2850, 94.63623
726.7672, 111.5381
727.2493, 111.4219
727.7314, 97.31689
728.2135, 61.29346
728.6956, 21.91895
729.1777, 9.491211
729.6599, 19.75098
730.1420, 37.46191
730.6241, 67.55029
731.1062, 91.50586
731.5883, 94.90234
732.0704, 80.01172
732.5526, 66.28467
733.0347, 54.66797
733.5168, 47.91553
733.9989, 49.28809
734.4810, 58.84277
734.9631, 62.04395
735.4453, 58.41406
735.9274, 51.08789
736.4095, 39.47559
736.8916, 25.80225
737.3737, 19.14990
737.8558, 19.86670
738.3380, 20.67822
738.8201, 9.103516
739.3022, 1.894531
739.7843, 3.341797
740.2664, 32.69434
740.7485, 58.05762
741.2307, 75.81689
741.7128, 82.59131
742.1949, 73.80273
742.6770, 38.11572
743.1591, 16.21484
743.6412, 11.62207
744.1234, 17.77783
744.6055, 28.71533
745.0876, 43.94482
745.5697, 56.93799
746.0518, 65.18506
746.5339, 71.08398
747.0161, 78.71533
747.4982, 85.05420
747.9803, 86.64209
748.4624, 80.50293
748.9445, 70.53809
749.4266, 51.37598
749.9088, 29.78076
750.3909, 23.31250
750.8730, 44.11133
751.3551, 58.28125
751.8372, 56.32178
752.3193, 44.20410
752.8015, 41.72900
753.2836, 48.69629
753.7657, 54.36572
754.2478, 49.91357
754.7299, 45.40332
755.2120, 58.75732
755.6942, 83.70752
756.1763, 101.8179
756.6584, 96.84180
757.1405, 87.91113
757.6226, 84.18945
758.1047, 86.21533
758.5869, 91.43506
759.0690, 102.6567
759.5511, 111.4644
760.0332, 114.7612
760.5153, 112.4048
760.9974, 102.0200
761.4796, 82.49951
761.9617, 64.56494
762.4438, 54.15137
762.9259, 51.68262
763.4080, 60.08691
763.8901, 79.40332
764.3723, 101.3281
764.8544, 135.4697
765.3365, 160.3921
765.8186, 153.9414
766.3007, 93.57715
766.7828, 59.57861
767.2650, 70.83691
767.7471, 93.40234
768.2292, 98.70947
768.7113, 84.18066
769.1934, 72.25488
769.6755, 64.54541
770.1577, 63.31348
770.6398, 73.27344
771.1219, 90.41650
771.6040, 107.0674
772.0861, 123.4873
772.5682, 133.4634
773.0504, 130.6406
773.5325, 120.1831
774.0146, 108.1958
774.4967, 94.97949
774.9788, 81.54395
775.4609, 66.49463
775.9431, 51.57812
776.4252, 41.65771
776.9073, 37.79932
777.3894, 34.55811
777.8715, 30.28125
778.3536, 29.91797
778.8358, 45.92285
779.3179, 71.20361
779.8000, 87.20020
780.2821, 83.56689
780.7642, 72.33789
781.2463, 52.52344
781.7285, 32.13818
782.2106, 26.93604
782.6927, 53.78564
783.1748, 78.61816
783.6569, 96.38525
784.1390, 109.3960
784.6212, 121.0679
785.1033, 130.2803
785.5854, 136.1992
786.0675, 136.3965
786.5496, 134.4551
787.0317, 143.1289
787.5139, 156.7295
787.9960, 155.4365
788.4781, 113.9082
788.9602, 68.88916
789.4423, 34.29834
789.9244, 12.54883
790.4066, 13.41211
790.8887, 62.41699
791.3708, 96.99561
791.8529, 93.00195
792.3350, 59.03857
792.8171, 46.58594
793.2993, 56.82324
793.7814, 65.49805
794.2635, 55.72852
794.7456, 38.12256
795.2277, 30.04639
795.7098, 29.97607
796.1920, 30.30811
796.6741, 25.62646
797.1562, 22.49854
797.6383, 25.84131
798.1204, 36.02051
798.6025, 40.29688
799.0847, 35.19336
799.5668, 29.80225
800.0489, 28.79395
800.5310, 31.40283
801.0131, 31.39258
801.4952, 28.62939
801.9774, 22.45020
802.4595, 7.075195
802.9416, 9.290039
803.4237, 16.94629
803.9058, 15.35156
804.3879, 6.625000
804.8701, 20.53467
805.3522, 44.54150
805.8343, 49.58447
806.3164, 33.59375
806.7985, 26.65234
807.2806, 33.02148
807.7628, 39.23535
808.2449, 35.04199
808.7270, 22.41211
809.2091, 13.21338
809.6912, 7.715820
810.1733, 5.010742
810.6555, 8.277344
811.1376, 11.44336
811.6197, 4.627930
812.1018, 15.15186
812.5839, 23.45264
813.0660, 0.6425780
813.5482, 26.30957
814.0303, 35.56250
814.5124, 26.20850
814.9945, 16.40039
815.4766, 5.731445
815.9587, 3.224121
816.4409, 8.021484
816.9230, 9.184082
817.4051, 8.969238
817.8872, 7.396484
818.3693, 1.990723
818.8514, 18.02246
819.3336, 36.85156
819.8157, 38.30127
820.2978, 12.81152
820.7799, 2.306152
821.2620, 20.26318
821.7441, 40.32471
822.2263, 42.80908
822.7084, 25.81641
823.1905, 18.19238
823.6726, 20.80957
824.1547, 26.96191
824.6368, 32.40674
825.1190, 36.40625
825.6011, 37.84424
826.0832, 36.37061
826.5653, 34.24854
827.0474, 30.79688
827.5295, 28.55371
828.0117, 30.25977
828.4938, 37.89795
828.9760, 43.15088
829.4581, 47.01025
829.9402, 47.17871
830.4223, 38.63477
830.9044, 23.90137
831.3865, 18.19238
831.8687, 22.82031
832.3508, 28.09619
832.8329, 25.61328
833.3150, 19.62061
833.7971, 14.68750
834.2792, 12.18848
834.7614, 6.543945
835.2435, 9.222168
835.7256, 23.65576
836.2077, 30.34131
836.6898, 28.60840
837.1719, 21.91797
837.6541, 8.895996
838.1362, 1.890625
838.6183, 0.9633790
839.1004, 10.36523
839.5825, 9.153809
840.0646, 4.770508
840.5468, 13.89893
841.0289, 1.428223
841.5110, 18.40381
841.9931, 19.51074
842.4752, 0.7509770
842.9573, 19.88525
843.4395, 38.60840
843.9216, 54.58936
844.4037, 67.96143
844.8858, 77.84521
845.3679, 72.12061
845.8500, 50.30811
846.3322, 30.66846
846.8143, 29.33838
847.2964, 36.55908
847.7785, 43.78271
848.2606, 50.31006
848.7427, 53.40625
849.2249, 50.10547
849.7070, 45.23975
850.1891, 42.49170
850.6712, 42.49609
851.1533, 31.69678
851.6354, 8.431152
852.1176, 14.57861
852.5997, 33.85107
853.0818, 44.80469
853.5639, 32.12305
854.0460, 2.432129
854.5281, 32.20898
855.0103, 36.85449
855.4924, 36.78223
855.9745, 47.02051
856.4566, 68.95312
856.9387, 74.83154
857.4208, 55.84473
857.9030, 39.80469
858.3851, 41.32178
858.8672, 57.28613
859.3493, 78.34814
859.8314, 103.1714
860.3135, 117.8003
860.7957, 106.8364
861.2778, 86.68018
861.7599, 67.24756
862.2420, 50.58496
862.7241, 43.67139
863.2062, 56.72754
863.6884, 67.61670
864.1705, 69.50293
864.6526, 63.81055
865.1347, 59.02979
865.6168, 55.08545
866.0989, 51.19434
866.5811, 42.38916
867.0632, 36.63379
867.5453, 52.89941
868.0274, 83.35742
868.5095, 101.6528
868.9916, 84.07471
869.4738, 65.75098
869.9559, 60.92139
870.4380, 65.74902
870.9201, 68.70312
871.4022, 68.35938
871.8843, 67.63574
872.3665, 67.85352
872.8486, 68.09863
873.3307, 64.55176
873.8128, 58.58008
874.2949, 56.06201
874.7770, 61.94043
875.2592, 69.30615
875.7413, 70.14941
876.2234, 70.48389
876.7055, 84.21436
877.1876, 120.2109
877.6697, 152.1538
878.1519, 180.7554
878.6340, 197.3564
879.1161, 175.3032
879.5982, 123.4927
880.0803, 98.13672
880.5624, 123.2896
881.0446, 155.9058
881.5267, 152.3252
882.0088, 134.3672
882.4909, 131.7637
882.9730, 183.7842
883.4551, 202.7749
883.9373, 162.8208
884.4194, 111.4194
884.9015, 106.9658
885.3836, 149.9644
885.8657, 185.2466
886.3478, 207.3081
886.8300, 215.6069
887.3121, 199.1802
887.7942, 173.0723
888.2763, 156.7720
888.7584, 154.4385
889.2405, 160.0645
889.7227, 181.2148
890.2048, 201.8794
890.6869, 209.1655
891.1690, 198.2959
891.6511, 203.4272
892.1332, 226.3999
892.6154, 252.2734
893.0975, 272.2964
893.5796, 283.3599
894.0617, 276.7192
894.5438, 252.7622
895.0259, 236.9316
895.5081, 248.8428
895.9902, 266.6260
896.4723, 277.0547
896.9544, 279.9023
897.4365, 286.1226
897.9186, 295.8135
898.4008, 312.3286
898.8829, 344.7759
899.3650, 382.5898
899.8471, 402.6694
900.3292, 407.6050
900.8113, 404.4258
901.2935, 382.6880
901.7756, 368.0381
902.2577, 374.3560
902.7398, 400.4902
903.2219, 434.7388
903.7040, 478.4331
904.1862, 525.3843
904.6683, 575.2163
905.1504, 624.4814
905.6325, 668.0381
906.1146, 705.8579
906.5967, 738.5449
907.0789, 762.8667
907.5610, 787.4990
908.0431, 814.3535
908.5252, 846.2856
909.0073, 889.7324
909.4894, 946.5918
909.9716, 1010.900
910.4537, 1080.443
910.9358, 1158.760
911.4179, 1258.951
911.9000, 1377.283
912.3821, 1484.092
912.8643, 1571.583
913.3464, 1661.900
913.8285, 1764.313
914.3106, 1883.872
914.7927, 2026.073
915.2748, 2194.061
915.7570, 2381.920
916.2391, 2588.856
916.7212, 2810.621
917.2033, 3043.126
917.6854, 3286.779
918.1675, 3546.051
918.6497, 3822.306
919.1318, 4110.223
919.6139, 4402.197
920.0960, 4706.600
920.5781, 5027.657
921.0602, 5365.750
921.5424, 5730.316
922.0245, 6149.282
922.5066, 6554.589
922.9887, 6915.729
923.4708, 7241.067
923.9529, 7583.456
924.4351, 7942.808
924.9172, 8302.205
925.3993, 8673.271
925.8814, 9022.236
926.3635, 9321.398
926.8456, 9577.742
927.3278, 9807.239
927.8099, 10017.74
928.2920, 10195.70
928.7741, 10348.10
929.2562, 10459.00
929.7383, 10497.34
930.2205, 10464.43
930.7026, 10388.33
931.1847, 10290.46
931.6668, 10110.92
932.1489, 9773.658
932.6310, 9322.119
933.1132, 8815.461
933.5953, 8223.929
934.0774, 7649.456
934.5595, 7099.829
935.0416, 6563.847
935.5237, 6010.929
936.0059, 5447.606
936.4880, 4908.361
936.9701, 4396.889
937.4522, 3931.701
937.9343, 3519.296
938.4164, 3162.784
938.8986, 2861.959
939.3807, 2619.792
939.8628, 2397.899
940.3449, 2183.073
940.8270, 1995.324
941.3091, 1847.146
941.7913, 1732.319
942.2734, 1626.103
942.7555, 1528.695
943.2376, 1428.002
943.7197, 1307.889
944.2018, 1190.761
944.6840, 1095.967
945.1661, 1020.232
945.6482, 953.3433
946.1303, 903.5786
946.6124, 850.5239
947.0945, 789.5234
947.5767, 726.2085
948.0588, 672.4985
948.5409, 626.7251
949.0230, 578.0327
949.5051, 520.1562
949.9872, 469.0225
950.4694, 456.9551
950.9515, 456.2690
951.4336, 432.1641
951.9157, 354.9824
952.3978, 308.7095
952.8799, 307.3193
953.3621, 315.0078
953.8442, 298.1289
954.3263, 263.1230
954.8084, 252.0293
955.2905, 265.5952
955.7726, 277.4580
956.2548, 263.6572
956.7369, 240.0420
957.2190, 216.9438
957.7011, 195.9673
958.1832, 191.6719
958.6653, 217.9771
959.1475, 227.8232
959.6296, 194.8652
960.1117, 143.3955
960.5938, 146.9961
961.0759, 191.6348
961.5580, 222.0073
962.0402, 210.6631
962.5223, 183.2886
963.0044, 139.9453
963.4865, 94.51367
963.9686, 70.10010
964.4507, 74.00098
964.9329, 82.49951
965.4150, 96.31982
965.8971, 106.8784
966.3792, 99.07471
966.8613, 79.43604
967.3434, 66.37451
967.8256, 62.86230
968.3077, 60.03857
968.7898, 56.05908
969.2719, 48.35107
969.7540, 30.97998
970.2361, 2.574707
970.7183, 0.2734380
971.2004, 29.88281
971.6825, 53.61426
972.1646, 42.51367
972.6467, 15.68311
973.1288, 5.265625
973.6110, 8.329102
974.0931, 14.97461
974.5752, 23.64990
975.0573, 32.42676
975.5394, 44.53076
976.0215, 54.39648
976.5037, 48.54395
976.9858, 25.63525
977.4679, 12.53125
977.9500, 12.59766
978.4321, 14.69238
978.9142, 15.92480
979.3964, 15.44727
979.8785, 12.35693
980.3606, 5.023438
980.8427, 3.994141
981.3248, 16.29639
981.8069, 26.57422
982.2891, 30.98486
982.7712, 29.54053
983.2533, 27.28418
983.7354, 24.11279
984.2175, 19.36230
984.6996, 12.55859
985.1818, 4.299316
985.6639, 8.043945
986.1460, 22.18848
986.6281, 25.60645
987.1102, 6.467285
987.5923, 1.750000
988.0745, 11.26514
988.5566, 34.31201
989.0387, 45.70166
989.5208, 47.62598
990.0029, 48.09961
990.4850, 48.93848
990.9672, 50.16797
991.4493, 51.87891
991.9314, 54.22412
992.4135, 59.03809
992.8957, 71.82715
993.3778, 65.35352
993.8599, 34.83105
994.3420, 4.989258
994.8242, 0.4594730
995.3063, 9.039551
995.7884, 5.012695
996.2705, 10.12012
996.7526, 16.84766
997.2347, 1.896484
997.7169, 21.95264
998.1990, 36.44531
998.6811, 44.70557
999.1632, 42.65918
999.6453, 29.68652
1000.127, 23.12109
1000.610, 31.17041
1001.092, 39.86328
1001.574, 23.17627
1002.056, 3.9062999E-02
1002.538, 0.7065430
1003.020, 47.09912
1003.502, 78.00928
1003.984, 84.26270
1004.466, 77.82373
1004.949, 67.67578
1005.431, 53.43848
1005.913, 24.87598
1006.395, 16.53613
1006.877, 39.58936
1007.359, 6.231934
1007.841, 37.62744
1008.323, 63.24951
1008.806, 70.68018
1009.288, 72.03223
1009.770, 62.65039
1010.252, 64.15381
1010.734, 89.15186
1011.216, 114.8447
1011.698, 94.27197
1012.180, 44.97803
1012.662, 5.419434
1013.145, 16.81104
1013.627, 20.11377
1014.109, 16.23926
1014.591, 56.38428
1015.073, 72.47168
1015.555, 62.23877
1016.037, 47.31201
1016.519, 27.18652
1017.002, 13.76270
1017.484, 23.11328
1017.966, 38.21533
1018.448, 40.88477
1018.930, 32.66162
1019.412, 26.65332
1019.894, 29.11816
1020.376, 27.84326
1020.858, 19.09229
1021.341, 7.015625
1021.823, 0.6728520
1022.305, 4.349609
1022.787, 6.431641
1023.269, 7.799805
1023.751, 1.795898
1024.233, 20.23779
1024.715, 44.38721
1025.198, 53.10596
1025.680, 40.46533
1026.162, 48.17578
1026.644, 80.56201
1027.126, 107.7651
1027.608, 102.9282
1028.090, 82.65479
1028.572, 71.04004
1029.054, 66.95117
1029.536, 65.62549
1030.019, 60.07178
1030.501, 64.75537
1030.983, 91.22217
1031.465, 121.6929
1031.947, 119.7378
1032.429, 89.72363
1032.911, 72.81592
1033.393, 80.76855
1033.876, 82.19873
1034.358, 29.93457
1034.840, 26.11377
1035.322, 33.11670
1035.804, 24.27930
1036.286, 46.82178
1036.768, 24.50000
1037.250, 1.4160000E-02
1037.733, 4.754395
1038.215, 3.064453
1038.697, 10.38232
1039.179, 16.42334
1039.661, 21.55176
1040.143, 27.47949
1040.625, 30.82471
1041.107, 26.49951
1041.589, 22.16406
1042.072, 30.00830
1042.554, 50.25635
1043.036, 59.51660
1043.518, 54.15918
1044.000, 51.30762
1044.482, 76.26123
1044.964, 102.7329
1045.446, 103.8735
1045.928, 77.34668
1046.411, 61.95264
1046.893, 62.01270
1047.375, 65.56543
1047.857, 69.05957
1048.339, 72.33545
1048.821, 73.66895
1049.303, 74.53223
1049.785, 79.36963
1050.268, 94.15723
1050.750, 104.3916
1051.232, 105.1362
1051.714, 99.02344
1052.196, 83.89453
1052.678, 58.58789
1053.160, 55.78076
1053.642, 76.33447
1054.125, 91.89404
1054.607, 77.68896
1055.089, 57.29980
1055.571, 48.16504
1056.053, 48.82275
1056.535, 47.95459
1057.017, 40.54639
1057.499, 43.25439
1057.981, 62.73584
1058.464, 85.93701
1058.946, 89.21631
1059.428, 81.53271
1059.910, 83.83545
1060.392, 103.6621
1060.874, 118.2769
1061.356, 110.8374
1061.838, 102.5083
1062.320, 106.0898
1062.803, 119.6528
1063.285, 122.7969
1063.767, 116.4790
1064.249, 103.8906
1064.731, 78.70361
1065.213, 63.44727
1065.695, 79.04053
1066.177, 110.5752
1066.660, 133.7715
1067.142, 148.1602
1067.624, 152.6699
1068.106, 145.4448
1068.588, 134.5659
1069.070, 127.3525
1069.552, 122.6602
1070.034, 117.8145
1070.516, 112.6279
1070.999, 110.7861
1071.481, 118.3154
1071.963, 129.6792
1072.445, 143.4658
1072.927, 156.0352
1073.409, 157.2783
1073.891, 148.4395
1074.373, 134.4209
1074.855, 113.2114
1075.338, 97.84082
1075.820, 109.5005
1076.302, 122.2725
1076.784, 106.4482
1077.266, 54.86963
1077.748, 38.03564
1078.230, 60.67969
1078.713, 84.08252
1079.195, 88.23047
1079.677, 76.42139
1080.159, 38.41016
1080.641, 10.83789
1081.123, 33.50000
1081.605, 10.04785
1082.087, 39.40186
1082.569, 43.61719
1083.052, 38.57031
1083.534, 44.74268
1084.016, 57.37988
1084.498, 61.22314
1084.980, 54.87402
1085.462, 50.11328
1085.944, 56.98486
1086.426, 62.76758
1086.908, 59.86914
1087.391, 51.73730
1087.873, 51.50342
1088.355, 59.01611
1088.837, 66.59131
1089.319, 75.09424
1089.801, 74.33203
1090.283, 36.96484
1090.765, 4.491211
1091.248, 7.271973
1091.730, 44.38721
1092.212, 68.06348
1092.694, 55.36084
1093.176, 37.36816
1093.658, 32.87598
1094.140, 36.45459
1094.622, 48.70850
1095.104, 64.12842
1095.587, 70.40625
1096.069, 46.31445
1096.551, 40.91650
1097.033, 71.21436
1097.515, 104.4941
1097.997, 92.61377
1098.479, 49.71240
1098.961, 45.32178
1099.443, 82.31982
1099.926, 110.7334
1100.408, 82.89355
1100.890, 57.27539
1101.372, 75.05615
1101.854, 115.4712
1102.336, 110.2129
1102.818, 59.35938
1103.300, 17.48779
1103.783, 1.345703
1104.265, 8.114746
1104.747, 8.510254
1105.229, 4.473145
1105.711, 2.406738
1106.193, 12.37891
1106.675, 26.98682
1107.157, 49.87598
1107.640, 62.76904
1108.122, 49.96826
1108.604, 28.02100
1109.086, 27.99805
1109.568, 40.11475
1110.050, 42.83252
1110.532, 2.170410
1111.014, 5.340820
1111.496, 61.45312
1111.979, 131.0972
1112.461, 131.3999
1112.943, 82.99219
1113.425, 64.94922
1113.907, 76.59033
1114.389, 93.24072
1114.871, 107.0659
1115.353, 117.3140
1115.835, 125.6484
1116.318, 129.5659
1116.800, 120.9556
1117.282, 101.2549
1117.764, 91.35205
1118.246, 95.78564
1118.728, 100.3965
1119.210, 102.0195
1119.692, 93.26660
1120.175, 56.27490
1120.657, 2.854004
1121.139, 18.20508
1121.621, 17.57471
1122.103, 37.97461
1122.585, 13.22998
1123.067, 20.23584
1123.549, 18.23486
1124.031, 2.978516
1124.514, 22.29004
1124.996, 38.56934
1125.478, 42.89648
1125.960, 30.89209
1126.442, 18.81885
1126.924, 14.66260
1127.406, 18.40967
1127.888, 36.54150
1128.370, 62.48438
1128.853, 78.01270
1129.335, 63.65234
1129.817, 55.83545
1130.299, 58.43408
1130.781, 69.44971
1131.263, 95.50439
1131.745, 128.3188
1132.227, 126.8315
1132.710, 92.91211
1133.192, 69.59619
1133.674, 99.89453
1134.156, 123.7827
1134.638, 108.4219
1135.120, 76.01465
1135.602, 76.54199
1136.084, 106.6831
1136.567, 118.6226
1137.049, 102.1392
1137.531, 86.13232
1138.013, 97.86572
1138.495, 113.6089
1138.977, 112.1763
1139.459, 99.96338
1139.941, 101.6665
1140.423, 119.2720
1140.906, 120.4585
1141.388, 87.93018
1141.870, 51.27393
1142.352, 36.50049
1142.834, 38.91553
1143.316, 57.11328
1143.798, 99.15430
1144.280, 115.6401
1144.762, 101.7969
1145.245, 82.65527
1145.727, 68.58252
1146.209, 61.37891
1146.691, 75.48682
1147.173, 96.38916
1147.655, 93.44922
1148.137, 17.29004
1148.619, 15.88916
1149.102, 10.72852
1149.584, 48.29199
1150.066, 42.83594
1150.548, 17.66016
1151.030, 35.21094
1151.512, 85.94434
1151.994, 113.2383
1152.476, 64.29688
1152.958, 31.47656
1153.441, 36.78613
1153.923, 59.06445
1154.405, 73.09570
1154.887, 79.19434
1155.369, 76.97656
1155.851, 66.59766
1156.333, 53.83203
1156.815, 27.05469
1157.297, 17.15527
1157.780, 46.43457
1158.262, 92.50977
1158.744, 88.70801
1159.226, 44.52148
1159.708, 27.68945
1160.190, 58.70703
1160.672, 86.40918
1161.154, 69.36035
1161.637, 43.56836
1162.119, 33.92578
1162.601, 38.23730
1163.083, 36.27148
1163.565, 28.38281
1164.047, 22.08398
1164.529, 21.17188
1165.011, 21.03613
1165.494, 19.68555
1165.976, 16.18262
1166.458, 6.866211
1166.940, 10.84766
1167.422, 7.517578
1167.904, 18.36426
1168.386, 43.15723
1168.868, 51.28711
1169.350, 55.18164
1169.833, 70.34668
1170.315, 87.38574
1170.797, 86.17871
1171.279, 50.48340
1171.761, 52.95215
1172.243, 101.7871
1172.725, 146.9395
1173.207, 143.1631
1173.689, 119.3232
1174.172, 108.4111
1174.654, 106.3408
1175.136, 94.68945
1175.618, 63.06738
1176.100, 45.17188
1176.582, 44.79688
1177.064, 57.43164
1177.546, 89.94238
1178.029, 125.7549
1178.511, 136.8916
1178.993, 124.3525
1179.475, 126.7910
1179.957, 166.1045
1180.439, 177.2783
1180.921, 135.7588
1181.403, 87.29688
1181.885, 110.8789
1182.368, 166.9141
1182.850, 183.8467
1183.332, 150.1221
1183.814, 121.6016
1184.296, 108.2031
1184.778, 102.6719
1185.260, 104.5508
1185.742, 110.4717
1186.224, 115.0234
1186.707, 118.9082
1187.189, 125.6572
1187.671, 138.6172
1188.153, 130.7891
1188.635, 78.83301
1189.117, 33.67480
1189.599, 16.63086
1190.081, 25.83887
1190.564, 74.36914
1191.046, 143.1074
1191.528, 177.7832
1192.010, 139.1133
1192.492, 116.8232
1192.974, 142.4473
1193.456, 172.5684
1193.938, 182.3018
1194.421, 173.9033
1194.903, 146.6973
1195.385, 108.4600
1195.867, 83.59961
1196.349, 88.33887
1196.831, 96.34668
1197.313, 103.9199
1197.795, 109.5889
1198.277, 112.0137
1198.760, 110.1572
1199.242, 108.7734
1199.724, 108.0791
1200.206, 108.1006
1200.688, 103.3887
1201.170, 107.2158
1201.652, 132.7168
1202.134, 157.0205
1202.616, 147.6035
1203.099, 111.9941
1203.581, 87.30469
1204.063, 75.98828
1204.545, 78.63184
1205.027, 113.7441
1205.509, 140.5674
1205.991, 146.4482
1206.473, 135.6914
1206.956, 108.7676
1207.438, 70.25293
1207.920, 43.55273
1208.402, 31.70801
1208.884, 33.54492
1209.366, 71.26172
1209.848, 94.67773
1210.330, 75.66309
1210.813, 37.60645
1211.295, 33.48926
1211.777, 56.79785
1212.259, 74.42871
1212.741, 81.41797
1213.223, 79.88965
1213.705, 55.99121
1214.187, 41.28906
1214.669, 54.24023
1215.151, 83.70801
1215.634, 94.42969
1216.116, 90.62891
1216.598, 91.94727
1217.080, 102.0195
1217.562, 122.8818
1218.044, 176.3252
1218.526, 217.2598
1219.008, 217.3955
1219.491, 188.6006
1219.973, 173.5205
1220.455, 170.0410
1220.937, 169.3018
1221.419, 167.4404
1221.901, 171.3711
1222.383, 199.5645
1222.865, 217.1689
1223.348, 197.8467
1223.830, 153.3223
1224.312, 146.6982
1224.794, 168.4619
1225.276, 176.8809
1225.758, 152.8447
1226.240, 122.5947
1226.722, 84.89746
1227.204, 58.44629
1227.687, 62.53906
1228.169, 88.37891
1228.651, 81.10156
1229.133, 48.63867
1229.615, 24.35645
1230.097, 26.01074
1230.579, 32.91797
1231.061, 43.29492
1231.543, 51.30371
1232.026, 49.98926
1232.508, 42.11719
1232.990, 46.00195
1233.472, 57.74512
1233.954, 63.02051
1234.436, 44.51660
1234.918, 34.24902
1235.400, 42.20703
1235.883, 55.63477
1236.365, 64.50684
1236.847, 69.49512
1237.329, 75.50391
1237.811, 80.56738
1238.293, 78.75684
1238.775, 53.28906
1239.257, 42.53418
1239.740, 62.01660
1240.222, 82.34766
1240.704, 67.20410
1241.186, 30.35840
1241.668, 11.17480
1242.150, 8.750977
1242.632, 10.33398
1243.114, 21.84766
1243.596, 19.43066
1244.079, 6.451172
1244.561, 34.14746
1245.043, 38.26855
1245.525, 26.37500
1246.007, 10.43262
1246.489, 7.186523
1246.971, 18.28027
1247.453, 12.48535
1247.936, 12.60254
1248.418, 22.42871
1248.900, 36.19141
1249.382, 48.69824
1249.864, 59.51074
1250.346, 70.69238
1250.828, 80.56445
1251.310, 75.86426
1251.792, 46.31348
1252.275, 18.40723
1252.757, 7.208984
1253.239, 18.83301
1253.721, 17.51562
1254.203, 64.33301
1254.685, 62.41113
1255.167, 14.06836
1255.649, 8.554688
1256.131, 7.394531
1256.614, 20.46191
1257.096, 21.25195
1257.578, 23.92285
1258.060, 57.32324
1258.542, 92.26172
1259.024, 89.33496
1259.506, 50.19531
1259.988, 33.61719
1260.471, 44.74219
1260.953, 50.59570
1261.435, 43.21289
1261.917, 33.35645
1262.399, 23.94238
1262.881, 23.35156
1263.363, 48.85059
1263.845, 93.09375
1264.328, 106.0283
1264.810, 85.42480
1265.292, 78.12402
1265.774, 96.74902
1266.256, 119.6299
1266.738, 135.1357
1267.220, 141.8398
1267.702, 135.6064
1268.184, 119.9170
1268.667, 106.9209
1269.149, 96.64258
1269.631, 74.23047
1270.113, 38.69336
1270.595, 22.21289
1271.077, 45.25000
1271.559, 69.98047
1272.041, 75.84277
1272.523, 68.37207
1273.006, 68.94336
1273.488, 74.42676
1273.970, 60.69336
1274.452, 35.97754
1274.934, 15.06152
1275.416, 0.9023440
1275.898, 1.334961
1276.380, 26.47461
1276.863, 62.24609
1277.345, 78.87793
1277.827, 78.79590
1278.309, 63.04785
1278.791, 26.51270
1279.273, 6.061523
1279.755, 15.10742
1280.237, 29.93555
1280.719, 42.43652
1281.202, 54.64355
1281.684, 75.01953
1282.166, 96.98047
1282.648, 109.5771
1283.130, 110.8604
1283.612, 98.21777
1284.094, 62.46289
1284.576, 45.24414
1285.058, 64.80664
1285.541, 97.80078
1286.023, 113.1064
1286.505, 111.8408
1286.987, 89.80078
1287.469, 44.91699
1287.951, 34.80273
1288.433, 65.09668
1288.915, 77.53613
1289.398, 42.33008
1289.880, 2.542969
1290.362, 3.108398
1290.844, 13.21484
1291.326, 50.53613
1291.808, 103.3955
1292.290, 112.5322
1292.772, 71.09082
1293.255, 37.80469
1293.737, 16.84863
1294.219, 0.0000000E+00
##END=



